image_id,person,car,dog,cat,bicycle
2008_006629,0,0,0,1,0
2011_005708,1,0,0,0,0
2011_003379,1,0,0,0,0
2011_004416,1,0,0,0,0
2010_001106,1,0,0,0,0
2010_000218,0,0,0,1,0
2011_001208,0,0,0,0,0
2010_001660,0,0,0,1,0
2011_000116,0,0,0,0,0
2009_002806,1,1,0,0,0
2010_005406,0,0,1,0,0
2010_002369,0,0,0,0,0
2008_001967,1,0,0,0,0
2010_003077,0,0,1,0,0
2007_001709,1,0,0,0,0
2007_006066,0,0,0,0,0
2011_002715,0,0,0,0,0
2011_000102,0,0,0,0,0
2010_001674,1,0,0,0,0
2008_003802,1,0,0,0,0
2010_001112,1,1,1,0,0
2011_002073,0,0,0,0,0
2011_004402,1,0,0,0,0
2010_005374,1,0,0,0,1
2011_007123,1,0,0,0,0
2008_005283,0,1,0,0,0
2010_000224,1,0,0,1,0
2008_006952,1,0,0,0,0
2010_004042,0,0,0,0,0
2008_007494,0,0,1,1,0
2009_000793,0,0,0,0,0
2008_001783,0,0,0,0,0
2010_001884,0,0,0,1,0
2012_002280,1,0,0,0,0
2008_003180,0,0,1,0,0
2007_005547,1,1,0,0,0
2010_000556,0,1,0,0,0
2011_001220,1,0,0,0,0
2012_002294,1,0,0,0,0
2008_004837,0,0,0,0,0
2012_001945,1,0,0,0,0
2011_004358,1,0,0,0,0
2008_001797,1,0,1,0,0
2012_000483,1,0,0,0,0
2010_004730,0,0,1,0,0
2011_005046,1,0,0,0,0
2008_000489,1,0,0,0,0
2010_004056,0,0,0,0,0
2008_006946,0,0,0,0,0
2011_005720,1,0,0,0,0
2008_007480,0,1,0,0,0
2010_002427,0,0,0,0,0
2011_007137,1,0,0,0,0
2011_000658,0,1,0,0,0
2008_005297,1,0,0,0,0
2011_001546,0,0,0,0,0
2008_004189,0,0,0,1,0
2010_006899,1,0,0,0,0
2010_006872,1,0,0,0,0
2012_002519,1,0,0,0,0
2009_003265,1,0,0,0,0
2012_003607,1,0,0,0,0
2011_005913,1,0,0,0,0
2008_000304,0,1,0,0,0
2009_001472,0,1,0,0,0
2008_008758,1,0,0,0,1
2012_001010,1,0,0,0,0
2009_001314,0,0,0,0,0
2010_004903,0,0,0,0,0
2009_005172,1,0,0,0,1
2012_003175,1,0,0,0,0
2009_004278,0,0,0,0,0
2009_003517,0,0,0,0,0
2009_002609,0,0,1,0,0
2008_004610,0,0,0,0,0
2008_007319,0,0,0,0,0
2009_001300,0,0,0,0,0
2010_004917,0,0,0,0,0
2008_006007,1,0,1,0,0
2011_005907,1,0,0,0,0
2008_006761,1,0,0,0,0
2009_000778,0,0,1,0,0
2009_001466,0,0,0,0,0
2008_004176,1,0,0,0,0
2008_003619,1,0,0,0,0
2009_003271,0,0,1,0,0
2009_000750,1,0,0,0,0
2008_001026,1,0,0,0,0
2010_003936,1,0,0,0,0
2008_006991,1,0,0,0,0
2010_004081,0,0,0,0,0
2008_000338,1,0,0,0,0
2011_002098,0,0,1,0,0
2011_001591,1,0,0,0,0
2009_002147,1,0,0,0,0
2009_003259,0,0,0,0,0
2009_004536,0,0,0,0,0
2008_005240,0,0,1,0,0
2008_005526,1,0,0,0,0
2009_002621,1,1,0,0,0
2008_003157,1,0,0,0,0
2010_000581,0,0,0,0,0
2007_004856,0,0,0,1,0
2012_002243,1,0,0,0,0
2008_008002,0,0,0,0,0
2008_001998,1,0,0,0,0
2010_003088,0,0,0,0,0
2009_001328,0,0,0,0,0
2007_007387,0,0,0,0,0
2012_000454,1,0,0,0,0
2010_002396,1,0,0,0,0
2008_007325,1,0,0,0,0
2011_005085,1,0,0,0,0
2012_001986,1,0,0,0,0
2011_002932,1,0,0,0,0
2009_000022,0,0,0,0,0
2010_002382,0,0,1,0,0
2009_004244,0,0,0,0,0
2012_003149,1,0,0,0,0
2008_003143,1,0,0,0,0
2010_001853,0,0,0,0,0
2009_002635,0,0,0,0,0
2009_002153,0,0,0,0,0
2011_000843,1,0,0,0,0
2008_005254,0,0,0,0,0
2011_003392,1,0,0,0,0
2009_000744,1,0,0,0,0
2010_004095,0,0,0,0,0
2008_007443,1,0,0,0,0
2012_001038,1,0,0,0,0
2008_008770,0,0,0,0,0
2012_000871,1,0,0,0,0
2011_002503,0,0,0,0,0
2010_003275,0,0,0,1,0
2011_004172,1,0,0,0,0
2010_005604,0,0,1,0,0
2011_000314,1,0,0,0,0
2008_005903,0,0,0,0,0
2011_006003,1,0,0,0,0
2009_004913,1,1,0,0,0
2011_000472,0,0,0,0,0
2008_007872,1,1,0,0,1
2011_002265,0,0,0,0,0
2010_003513,0,0,1,0,0
2010_003507,0,0,0,0,0
2009_004907,0,0,1,0,0
2011_006017,1,0,0,0,0
2010_001310,0,1,0,0,0
2012_002914,1,0,0,0,0
2012_000865,1,0,0,0,0
2011_002517,1,0,0,0,0
2011_003609,1,0,0,0,0
2010_005610,1,0,0,0,0
2010_006331,1,0,0,0,0
2008_002088,1,0,0,0,0
2011_006981,1,0,0,0,0
2009_004091,0,0,0,0,0
2007_005989,1,0,0,0,0
2010_000740,1,0,0,0,0
2011_001036,1,0,0,0,0
2011_006759,1,0,0,0,0
2010_003249,0,0,0,1,0
2008_000847,1,0,0,1,0
2007_000629,1,0,0,0,0
2012_000695,1,0,0,0,0
2009_000591,0,1,0,0,0
2010_002631,0,0,1,0,0
2008_006588,1,0,0,0,0
2008_007696,1,0,0,0,0
2009_002386,0,0,0,0,0
2010_000026,0,0,1,0,0
2008_002936,0,0,1,0,0
2008_005081,0,0,0,0,0
2010_001338,1,0,0,0,1
2011_001988,1,1,0,0,1
2009_003098,0,0,1,0,0
2008_002922,1,0,0,0,0
2012_002928,1,0,0,0,0
2009_000585,0,0,0,0,0
2010_002625,1,0,0,1,0
2008_007682,1,0,0,0,0
2010_004254,1,0,0,0,0
2010_002143,0,0,0,1,0
2008_000853,0,0,0,1,0
2012_000681,1,0,0,0,0
2012_003388,1,0,0,0,0
2009_004085,1,0,0,0,0
2011_006995,1,0,0,0,0
2012_002096,1,0,0,0,0
2011_001022,0,0,0,0,0
2010_000754,0,0,0,0,0
2008_003382,0,0,0,0,0
2008_004406,0,0,0,0,0
2008_003369,0,0,0,0,0
2008_006211,0,0,1,0,0
2011_003806,1,0,0,0,0
2008_000660,1,0,0,1,0
2008_007669,0,0,0,0,0
2009_001670,0,0,0,0,0
2010_002816,1,0,0,0,0
2008_001218,0,0,0,0,0
2009_004708,0,0,0,0,0
2012_003405,1,0,0,0,0
2011_001977,1,0,0,0,0
2009_003067,0,0,0,0,0
2012_003411,1,0,0,0,0
2008_002705,1,1,0,0,0
2008_004374,0,0,0,1,0
2008_000112,0,0,0,1,0
2009_001664,0,0,0,0,0
2008_006205,1,0,0,0,0
2008_000674,1,0,0,0,0
2009_001102,0,0,0,0,0
2012_001560,1,0,0,0,0
2008_004412,0,0,0,0,0
2010_000973,0,0,1,0,0
2008_000884,0,1,0,0,0
2010_002194,0,1,0,0,0
2012_000656,1,0,0,0,0
2008_001542,0,0,0,0,0
2011_005293,1,0,0,0,0
2008_008200,0,0,0,0,0
2008_007133,1,1,0,0,0
2010_005823,0,0,0,0,0
2012_002041,1,0,0,0,0
2009_002423,0,0,0,0,0
2008_005724,0,0,0,0,0
2011_006942,1,0,0,0,0
2009_004052,1,0,0,0,0
2008_005042,0,0,0,0,0
2009_004734,0,0,0,0,0
2010_006494,1,0,0,0,0
2008_003433,1,0,0,0,0
2012_002727,1,0,0,0,0
2011_001793,0,0,0,0,0
2010_004283,0,0,0,0,0
2009_000552,1,0,0,0,0
2009_001894,0,0,0,1,0
2011_003184,0,0,0,0,0
2008_008572,1,0,0,0,1
2008_007641,0,0,0,0,0
2010_004297,1,0,1,0,0
2009_000546,1,0,0,0,0
2008_001230,1,0,0,0,0
2011_003190,1,0,0,0,0
2009_004720,0,0,0,0,0
2011_000499,0,0,0,0,0
2010_006480,1,0,0,0,0
2008_004348,0,0,0,0,0
2010_000797,1,0,0,0,0
2010_001489,0,0,0,0,0
2010_002180,0,0,0,0,1
2008_006239,0,0,1,0,0
2012_000642,1,0,0,0,0
2011_004199,1,0,0,0,0
2008_000648,1,0,0,0,0
2010_005837,0,0,0,0,0
2009_002350,1,0,0,0,1
2008_003426,0,0,0,0,0
2008_002738,1,0,0,0,0
2011_000498,0,0,0,0,0
2009_004721,0,0,0,1,0
2008_005057,0,0,0,0,0
2012_000125,1,0,0,0,0
2009_001881,0,0,1,0,0
2010_005188,1,0,0,0,0
2009_000547,1,1,0,0,0
2008_001231,1,0,0,0,1
2010_004296,0,0,1,0,0
2008_007640,0,0,0,1,0
2010_005836,0,1,0,0,0
2008_008215,0,0,0,0,0
2011_005286,1,0,0,0,0
2010_002181,0,0,0,0,0
2009_002436,0,1,0,0,0
2009_002422,0,0,0,0,0
2010_000782,0,0,0,0,0
2008_001543,0,1,0,0,0
2010_002195,0,0,0,0,0
2008_000885,1,0,0,0,0
2007_009817,0,0,0,0,0
2011_003185,1,1,0,0,0
2008_001225,1,0,0,0,1
2009_000553,0,0,0,1,0
2010_004282,1,0,0,0,0
2008_008567,1,0,0,0,0
2011_001792,1,0,0,0,0
2008_003432,1,0,0,0,0
2008_005043,1,0,0,0,0
2012_003438,1,0,0,0,0
2008_006562,0,1,0,0,0
2010_002803,0,0,0,0,0
2008_002704,0,1,0,0,0
2011_001962,0,0,0,0,0
2012_003410,1,0,0,0,0
2008_002062,0,1,0,0,0
2009_003714,0,0,1,0,0
2012_002068,1,0,0,0,0
2008_008229,1,0,0,0,0
2009_001103,1,0,0,0,0
2011_003807,1,0,0,0,0
2009_001117,0,0,0,1,0
2008_000661,1,0,1,0,0
2009_000209,0,0,0,0,0
2008_006210,0,0,0,0,0
2008_005719,0,0,0,0,0
2008_004361,1,0,0,0,0
2009_003066,0,0,0,0,0
2008_002710,0,1,0,0,0
2012_003404,1,0,0,0,0
2009_004709,0,0,0,0,0
2008_006576,0,0,0,1,0
2008_001219,1,0,0,0,0
2009_001671,0,0,0,0,0
2010_002817,1,0,1,0,0
2008_000107,0,0,0,0,0
2008_007668,1,0,1,0,0
2012_001213,1,0,0,0,0
2007_009618,1,0,0,0,1
2011_005523,1,0,0,0,0
2008_007683,0,0,0,1,0
2011_003152,1,0,0,0,0
2010_002624,0,0,0,0,0
2008_005094,1,0,0,0,0
2011_001745,0,0,1,0,0
2010_000033,0,0,1,0,0
2009_002393,0,0,0,0,0
2011_001023,1,0,0,0,0
2009_003933,0,0,0,0,0
2012_002097,1,0,0,0,0
2011_006994,1,0,0,0,0
2009_004084,0,0,0,0,0
2010_006324,1,0,0,0,0
2007_008260,0,0,1,0,0
2008_001594,1,0,0,0,0
2011_003634,1,0,0,0,0
2010_002142,0,0,0,0,0
2010_004533,0,1,0,0,0
2008_001580,0,0,0,0,0
2012_000694,1,0,0,0,0
2010_003248,1,0,0,0,0
2011_005251,1,0,0,0,0
2012_002083,1,0,0,0,0
2011_000329,0,0,0,0,0
2007_005988,1,1,1,0,0
2007_004328,1,0,0,0,0
2011_001989,1,0,0,0,0
2010_001339,0,0,1,0,0
2008_005080,0,0,0,0,0
2010_000027,0,0,0,0,0
2011_001751,0,0,0,0,0
2009_002387,0,1,0,0,0
2008_007697,0,0,0,0,0
2011_003146,0,0,0,0,0
2009_001856,1,0,0,0,0
2009_000590,0,0,0,0,0
2007_007621,0,0,0,0,0
2012_002915,1,0,0,0,0
2010_001311,0,0,1,0,0
2011_000467,1,0,0,0,0
2011_001779,0,0,0,0,0
2010_003506,0,0,1,0,0
2011_002270,0,0,0,0,0
2010_002618,1,0,0,0,0
2010_003260,0,0,0,0,0
2011_002516,0,0,0,0,0
2012_000864,1,0,0,0,0
2008_005916,0,0,0,0,0
2010_000769,0,0,0,1,0
2011_000301,1,0,0,0,0
2011_006764,1,0,0,0,0
2008_005902,1,1,0,0,1
2011_000315,0,0,0,0,0
2010_001463,0,0,0,0,0
2011_004173,1,0,0,0,0
2010_003274,0,0,0,0,0
2012_000870,1,0,0,0,0
2007_009630,0,0,0,1,0
2008_008598,1,0,0,0,0
2010_003512,0,0,0,0,0
2008_007873,0,0,0,1,0
2010_001305,1,0,1,0,0
2010_001852,0,0,0,0,0
2009_002634,1,0,0,0,0
2012_003148,1,0,0,0,0
2010_002383,0,0,0,0,0
2012_000441,1,0,0,0,0
2011_002933,0,0,0,0,0
2012_001987,1,0,0,0,0
2008_007324,0,0,0,1,0
2008_007442,1,0,0,0,0
2010_004094,1,0,0,0,0
2009_000745,0,0,0,1,0
2011_003393,1,0,0,0,0
2012_000327,1,0,0,0,0
2008_005255,1,1,0,0,0
2010_006683,1,0,0,0,0
2008_003624,0,0,0,1,0
2011_000842,1,0,0,0,0
2009_002152,1,0,0,0,0
2012_002530,1,0,0,0,0
2009_004537,0,0,0,0,0
2012_004155,1,0,0,0,0
2009_002146,1,0,0,0,0
2008_008765,0,0,0,0,0
2009_000989,0,0,1,0,0
2008_007456,0,1,0,0,0
2008_000339,0,0,0,0,0
2010_003937,0,0,0,1,0
2011_003387,1,0,0,0,0
2008_006748,0,0,0,0,0
2012_000455,1,0,0,0,0
2011_002927,0,0,0,0,0
2009_000037,0,0,0,0,0
2008_001741,0,0,0,1,0
2009_001329,0,0,1,0,0
2012_002242,1,0,0,0,0
2011_006599,1,0,0,0,0
2009_002620,0,0,0,0,0
2010_001846,1,0,0,0,0
2008_002248,1,0,0,0,0
2008_005527,1,0,1,0,0
2010_004916,0,0,1,0,0
2008_001769,1,0,0,0,0
2009_001301,0,0,0,0,0
2008_004611,1,0,0,0,0
2009_002608,0,0,0,0,0
2009_004279,1,0,0,0,0
2012_003174,1,0,0,0,0
2008_005269,0,0,0,0,0
2008_002506,1,0,0,0,0
2008_003618,0,0,0,0,0
2007_003876,0,0,0,0,0
2010_006867,1,0,0,0,0
2012_001005,1,0,0,0,0
2008_000311,1,0,0,0,0
2009_000779,0,0,1,0,0
2011_005906,1,0,0,0,0
2008_000305,0,0,0,0,0
2008_006774,0,1,0,0,0
2008_002512,1,0,0,0,0
2012_004169,1,0,0,0,0
2008_004163,1,0,0,0,1
2010_006873,1,0,0,0,0
2008_004605,0,1,0,0,0
2012_003160,1,0,0,0,0
2012_001777,1,0,0,0,0
2008_000488,0,1,0,0,0
2010_002340,1,0,0,0,0
2011_003436,1,0,0,0,0
2008_001796,1,0,0,0,0
2012_001944,1,0,0,0,0
2007_003137,0,0,0,0,0
2010_001649,1,0,0,0,0
2012_002295,1,0,0,0,0
2009_005198,0,0,0,0,0
2010_000557,0,0,0,0,1
2011_001221,1,0,0,0,0
2010_001891,1,0,1,0,0
2008_003181,1,0,0,0,0
2012_003835,1,0,0,0,0
2007_003889,1,0,0,0,0
2011_000881,1,0,0,0,0
2009_002191,1,0,0,0,0
2010_006898,1,0,0,0,0
2008_004188,1,0,1,0,0
2011_001547,0,0,1,0,0
2008_005296,0,0,0,0,0
2010_006640,1,0,0,0,0
2010_005349,1,0,0,0,0
2009_001498,0,0,1,0,0
2011_005721,1,0,0,0,0
2011_003344,1,0,0,0,0
2010_004043,0,0,0,0,0
2008_006953,1,0,0,0,0
2009_002185,1,0,0,0,0
2011_000895,0,0,0,0,0
2008_005282,0,0,0,0,0
2012_004196,1,0,0,0,0
2008_004822,0,0,0,0,0
2012_002281,1,0,0,0,0
2011_001235,1,0,0,0,0
2010_001885,0,0,0,1,0
2011_005053,1,0,0,0,0
2011_003422,1,0,0,0,0
2010_002354,0,0,0,1,0
2008_001782,1,0,0,0,0
2012_001950,1,0,0,0,0
2011_000103,0,0,0,0,0
2009_002813,0,0,0,1,0
2010_001675,0,0,0,0,0
2011_002714,0,0,0,0,0
2010_003062,1,0,0,0,1
2011_004403,1,0,0,0,0
2010_005375,0,0,1,0,0
2007_000364,1,0,0,0,0
2009_000962,1,0,0,0,0
2011_002072,1,0,0,0,0
2012_003809,1,0,0,0,0
2010_001113,1,0,0,0,0
2011_006200,1,0,0,0,0
2010_001107,1,0,0,0,0
2010_005361,0,0,1,0,0
2011_005709,1,0,0,0,0
2008_001966,0,0,0,0,0
2010_002368,1,1,0,0,0
2011_004371,1,0,0,0,0
2009_002807,1,0,1,0,0
2011_006566,1,0,0,0,0
2008_005447,1,0,0,0,0
2009_002998,0,0,0,0,0
2011_000088,1,0,0,0,0
2008_004981,0,0,0,0,0
2008_002328,1,0,0,0,0
2012_002322,1,0,0,0,0
2008_007250,0,0,0,0,0
2009_001249,0,0,0,0,0
2010_004686,1,1,0,0,0
2009_000157,1,0,0,0,0
2009_000631,0,1,0,0,0
2010_003857,0,0,0,0,0
2008_001147,1,0,0,0,0
2008_000259,1,0,0,0,0
2011_005696,1,0,0,0,0
2008_007536,1,0,0,0,0
2012_002444,1,0,0,0,0
2010_000386,1,0,0,0,0
2011_000936,1,0,0,0,0
2011_007081,1,0,0,0,0
2009_003338,1,0,0,0,0
2009_004457,1,0,0,0,0
2008_005321,0,0,0,0,0
2008_003988,0,0,0,0,0
2010_001098,0,0,0,0,0
2010_000392,0,0,0,0,0
2012_003996,1,0,0,0,0
2008_003744,0,0,0,0,0
2011_000922,0,0,0,0,0
2011_007095,1,0,0,0,0
2012_004021,1,0,0,0,0
2008_005335,0,0,1,0,0
2012_000247,1,0,0,0,0
2009_000625,0,0,0,0,0
2008_008611,0,0,0,0,1
2012_001159,1,0,0,0,0
2008_008177,0,1,0,0,0
2010_004692,1,1,0,0,0
2011_002853,1,0,0,0,0
2012_000521,1,0,0,0,0
2012_003028,1,0,0,0,0
2008_004995,0,0,0,0,1
2008_003022,0,1,0,0,0
2009_002754,0,0,0,0,0
2012_002336,1,0,0,0,0
2011_001382,1,0,0,0,0
2012_001617,1,0,0,0,0
2012_000509,1,0,0,0,0
2012_003000,1,0,0,0,0
2008_002314,1,0,0,0,0
2009_003462,1,0,0,0,0
2008_004003,1,0,0,0,0
2010_006913,1,0,0,0,0
2012_002478,1,0,0,0,0
2012_004009,1,0,0,0,0
2009_003304,0,0,0,0,0
2012_003766,1,0,0,0,0
2008_006614,0,0,1,0,0
2011_005872,1,0,0,0,0
2012_001171,1,0,0,0,0
2011_005866,1,0,0,0,0
2008_006600,1,1,0,0,0
2009_000619,0,0,0,0,0
2009_001507,0,0,1,0,0
2008_000271,1,0,0,0,0
2010_006907,1,0,0,0,0
2008_004017,1,0,0,0,0
2009_003310,1,1,0,0,0
2008_002466,0,1,0,0,0
2008_005309,0,0,0,1,0
2009_004319,0,0,1,0,0
2012_003014,1,0,0,0,0
2009_003476,0,0,0,0,0
2008_004771,0,0,0,0,0
2012_001603,1,0,0,0,0
2008_001609,1,0,0,0,0
2008_006166,0,0,1,0,0
2011_002884,1,0,0,0,0
2008_007293,1,0,0,0,0
2011_001355,0,0,0,0,0
2008_005484,1,0,0,0,1
2008_004942,0,0,0,0,0
2011_007042,1,0,0,0,0
2010_006734,1,0,0,0,0
2012_003799,1,0,0,0,0
2009_004494,0,1,0,0,0
2012_003941,1,0,0,0,0
2008_003793,1,0,0,0,0
2007_005354,1,0,0,0,0
2010_004123,0,0,0,0,0
2008_006833,1,1,0,0,0
2010_002552,1,0,1,0,0
2010_003894,1,0,1,0,0
2007_008670,0,0,0,0,0
2008_006827,0,1,0,0,0
2010_004137,0,0,0,0,0
2010_002546,1,1,0,0,0
2011_003230,1,0,0,0,0
2008_001190,1,0,0,0,0
2007_008664,1,0,0,0,0
2010_005229,0,0,1,0,0
2011_007056,1,0,0,0,0
2008_002499,1,0,0,0,0
2012_002493,1,0,0,0,0
2010_000351,0,0,1,0,0
2012_003955,1,0,0,0,0
2010_000437,0,0,0,0,0
2011_001341,0,0,0,0,0
2008_005490,1,0,0,0,0
2010_001729,1,0,0,0,0
2009_003489,0,0,0,1,0
2011_002890,0,0,0,0,0
2011_004239,1,0,0,0,0
2010_002220,1,0,1,0,0
2011_003556,1,0,0,0,0
2010_004889,1,0,0,0,0
2008_007287,0,0,0,0,0
2011_006406,1,0,0,0,0
2011_001369,0,0,0,1,0
2007_002361,1,0,0,0,0
2009_002967,0,0,0,0,0
2011_000077,0,0,0,0,0
2010_005567,0,0,0,0,0
2010_002208,0,0,0,0,0
2008_001806,1,0,0,0,0
2010_004679,0,0,1,0,0
2011_005669,1,0,0,0,0
2007_006661,1,0,0,0,1
2010_003670,1,0,1,0,0
2011_002106,1,1,0,0,0
2009_000816,0,0,0,0,0
2010_005201,0,0,1,0,0
2010_006708,1,0,0,0,0
2011_000711,1,0,0,0,0
2010_000379,0,0,0,0,0
2007_005368,1,0,0,0,1
2012_003969,1,0,0,0,0
2010_003664,1,1,0,0,0
2010_005215,0,0,1,0,0
2010_005573,0,0,0,1,0
2011_002674,0,0,0,0,0
2008_001812,1,0,0,0,0
2010_003102,0,0,0,0,0
2011_006412,1,0,0,0,0
2010_001715,0,0,1,0,0
2008_005123,0,0,1,0,0
2009_004655,0,0,0,1,0
2012_003558,1,0,0,0,0
2008_003552,1,0,0,0,0
2008_002894,1,0,0,0,1
2010_000184,0,0,0,0,0
2012_002646,1,0,0,0,0
2011_005494,1,0,0,0,0
2012_000051,1,0,0,0,0
2010_002793,0,0,1,0,0
2012_000737,1,0,0,0,0
2011_003783,1,0,0,0,0
2010_004484,0,1,0,0,0
2010_005942,1,0,0,0,0
2009_003884,0,0,0,0,0
2009_002542,1,0,0,0,1
2010_006293,1,0,0,0,0
2009_004133,1,1,0,0,0
2011_006823,1,0,0,0,0
2009_005239,1,0,0,0,0
2012_002134,1,0,0,0,0
2009_002556,1,0,0,0,0
2008_003220,1,0,0,0,0
2008_005889,0,1,0,0,0
2010_006287,1,0,0,0,0
2009_000341,0,1,0,0,0
2008_001437,1,0,0,0,0
2008_000729,1,0,0,0,0
2011_004946,1,0,0,0,0
2011_005480,1,0,0,0,0
2008_001351,1,0,0,0,0
2012_000045,1,0,0,0,0
2008_005137,0,0,1,0,0
2009_002230,1,0,0,0,0
2008_003546,1,0,0,0,0
2009_004899,1,0,0,0,0
2010_000190,0,0,0,0,0
2008_002880,1,0,0,0,1
2008_000067,1,0,0,0,0
2008_001379,0,0,1,0,0
2008_006416,0,0,1,0,0
2012_003564,1,0,0,0,0
2009_004669,1,0,0,0,0
2008_002670,1,0,0,0,0
2008_004201,1,1,0,0,0
2009_005211,0,0,0,1,0
2008_004567,1,0,0,0,0
2008_003208,1,0,0,0,0
2009_003660,0,0,0,1,0
2008_002116,1,0,1,0,0
2010_000806,1,0,0,0,0
2008_005679,0,0,1,0,0
2008_006370,1,0,0,0,0
2011_003967,1,0,0,0,0
2012_001415,1,0,0,0,0
2008_006364,0,0,0,0,0
2011_003973,1,0,0,0,0
2012_001401,1,0,0,0,0
2009_005205,1,0,0,0,0
2007_005803,0,0,0,0,0
2008_000073,0,0,0,0,0
2010_002963,0,0,0,1,0
2009_001705,1,0,0,0,0
2010_002750,0,0,0,0,0
2011_004991,1,0,0,0,0
2011_005457,1,0,0,0,0
2010_002988,0,1,0,0,0
2008_003591,0,0,0,0,0
2008_002857,1,1,0,0,0
2007_002639,1,0,0,0,0
2011_000249,1,1,0,0,0
2008_005686,1,1,0,0,0
2010_000621,0,0,0,0,0
2009_003847,0,0,0,1,0
2011_006638,1,0,0,0,0
2010_004447,1,0,0,0,0
2011_005331,1,0,0,0,0
2011_003998,1,0,0,0,0
2010_005981,0,0,1,0,0
2008_007091,1,0,0,0,0
2011_003740,1,0,0,0,0
2012_000938,1,0,0,0,0
2008_007085,0,0,0,1,0
2010_005995,0,0,1,0,0
2011_003754,1,0,0,0,0
2010_002022,1,0,1,0,0
2010_006244,1,0,0,0,0
2011_001143,1,0,0,0,0
2010_000635,0,0,1,0,0
2009_002595,1,0,0,0,0
2008_003585,0,0,0,0,0
2011_001625,1,1,0,0,0
2008_002843,1,0,0,0,0
2012_002691,1,0,0,0,0
2012_002849,1,0,0,0,0
2010_006522,1,0,0,0,0
2012_000086,1,0,0,0,0
2009_001922,0,0,0,0,0
2012_001398,1,0,0,0,0
2011_004985,1,0,0,0,0
2010_004335,0,0,0,1,0
2009_004872,0,1,0,0,0
2011_006162,1,0,0,0,0
2011_000513,0,0,0,0,0
2012_002861,1,0,0,0,0
2011_004775,1,0,0,0,0
2008_007913,1,0,0,1,0
2007_009750,1,0,0,0,0
2012_000910,1,0,0,0,0
2011_002462,1,0,0,0,0
2010_003314,0,0,0,0,1
2011_004013,1,0,0,0,0
2010_001503,0,0,0,0,0
2011_006604,1,0,0,0,0
2011_006610,1,0,0,0,0
2010_003300,1,0,1,0,0
2011_002476,1,0,0,0,0
2011_003768,1,0,0,0,0
2011_004007,1,0,0,0,0
2007_007769,1,0,0,0,0
2008_007907,0,0,1,0,0
2010_005017,0,0,0,1,0
2011_004761,1,0,0,0,0
2010_002778,0,0,0,1,0
2007_006477,1,0,0,0,0
2007_002611,1,0,1,0,0
2011_001619,1,0,0,0,0
2010_001271,0,0,0,0,0
2011_000507,1,0,0,0,0
2008_005860,0,0,1,0,0
2011_001169,0,0,0,0,0
2009_003879,0,1,1,0,0
2010_001501,0,0,0,0,0
2011_000277,1,0,0,0,0
2007_004510,0,0,0,0,0
2010_005767,0,0,0,0,0
2011_004011,1,0,0,0,0
2010_003316,0,1,0,0,0
2011_002460,0,0,0,0,0
2012_000912,1,0,0,0,0
2010_004479,1,0,0,1,0
2010_003470,1,0,0,0,0
2009_001908,1,0,0,0,0
2012_002863,1,0,0,0,0
2011_000511,0,0,0,0,0
2008_002869,1,0,0,0,0
2012_002877,1,0,0,0,0
2011_000505,1,1,0,0,1
2010_001273,0,0,1,0,0
2011_002312,1,0,0,0,0
2007_000762,1,0,0,0,0
2011_002474,1,0,0,0,0
2008_008388,1,0,0,0,0
2010_003302,0,0,0,0,0
2011_006612,1,0,0,0,0
2008_005874,0,0,0,0,0
2010_001515,0,0,0,0,0
2008_000924,1,0,0,0,0
2010_004445,0,0,1,0,0
2010_006252,1,0,0,0,0
2007_003525,0,0,0,1,0
2009_004694,1,1,0,0,0
2010_000145,0,0,0,0,0
2008_003593,1,0,0,0,0
2009_001934,1,0,0,0,0
2010_002752,0,1,0,0,0
2010_004337,1,1,0,0,0
2011_005441,1,0,0,0,0
2007_006449,0,0,0,0,1
2011_004987,1,0,0,0,0
2010_003458,0,0,0,0,0
2012_000084,1,0,0,0,0
2010_002746,0,0,0,1,0
2011_003030,0,0,0,0,0
2008_001390,1,0,0,0,0
2011_000539,1,0,0,0,0
2010_000151,0,0,0,0,0
2011_001627,1,0,0,0,0
2012_002693,1,0,0,0,0
2008_003587,1,0,1,0,0
2009_004858,0,0,0,0,0
2011_006148,1,0,0,0,0
2009_002597,0,0,0,0,0
2007_005626,0,0,0,0,0
2008_005848,1,0,0,0,0
2010_001529,0,0,1,0,0
2007_004538,1,0,0,0,0
2009_003689,1,0,0,0,0
2010_006246,1,0,0,0,0
2011_004039,1,0,0,0,0
2007_007031,1,0,0,0,0
2010_002020,0,0,1,0,0
2011_003756,1,0,0,0,0
2010_005997,1,1,0,0,0
2011_002448,0,0,0,0,0
2010_004451,0,0,0,0,0
2011_005327,1,0,0,0,0
2008_000703,0,0,0,0,0
2009_001075,0,0,1,0,0
2012_003200,1,0,0,0,0
2008_002114,1,0,0,0,0
2008_004203,1,0,0,0,0
2012_002678,1,0,0,0,0
2008_002672,0,1,0,0,0
2012_003566,1,0,0,0,0
2009_001713,0,0,0,0,0
2008_008439,0,0,0,0,0
2012_001371,1,0,0,0,0
2008_006400,0,0,0,1,0
2009_000419,0,0,0,0,0
2009_001707,1,0,0,0,0
2011_004978,1,0,0,0,0
2008_004217,1,0,0,0,0
2008_003578,1,0,0,0,0
2009_003110,0,0,0,0,0
2011_001800,1,0,0,0,0
2008_002666,1,0,0,0,0
2008_005109,0,0,0,1,0
2010_000810,0,0,0,0,0
